"","Recall_comprehension","Recall_writing","Recall_check1","Recall_check2","study_order","ManiCheck_esteem_1","ManiCheck_esteem_2","ManiCheck_esteem_3","ManiCheck_mean","Exp1_check","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1_1","MASC_set1_2","MASC_set1_3","MASC_set1_4","MASC_set1_5","MASC_set1_6","MASC_set1_7","MASC_set1_8","MASC_set2_1","MASC_set2_2","MASC_set2_3","MASC_set2_4","MASC_set2_5","MASC_set2_6","MASC_set3_1","MASC_set3_2","MASC_set1_mean","MASC_set2_mean","MASC_set3_mean","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","Duration__in_seconds_","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"44",1,"I seen my friend's husband out with another girl and I didn't tell her about it.","Guilty because she went through so much afterwards.",1,"Exp1First",1,1,2,1.33333333333333,1,1,1,1,3,9,1,1,1,5,5,5,NA,NA,NA,NA,6,5,4,4,4,5,4,6,4,6,3,5,6,2,7,7,4.625,3.91666666666667,7,6,7,31,2,"US","US",4,7,7,"3B2X28YI3WG3JKO7HUVU40P8OJDB6W","3OPLMF3EU5OLHUJIHL03VUBGTG2NL9","","",574,"Dissonance_write",5,5,5
"45",1,"I was a kid in high school with very little money, so I shoplifted on a few different occasions. One occasion I felt particularly worse because one of the stores had closed down, which made me feel like I was partially responsible for its closing even though it was a relatively cheap book that I stole.","I feel embarrassed and ashamed, but I was just a stupid kid who had to learn everything the hard way.",1,"Exp1First",3,6,4,4.33333333333333,1,1,2,2,3,6,7,7,1,6,4,4,NA,NA,NA,NA,1,1,1,5,4,3,3,1,2,5,2,3,5,4,6,5,3.4375,3.5,5.5,8,5,35,1,"United States","Florida",4,7,3,"3R6P78PK7KC5CZ7UTTV1GL8JO4FGTS","356TQKY9XFY1Z27C7PAAUS3K91Z87Y","","",1099,"Dissonance_write",6,4,4
"46",1,"I once worked in a church where they had many musical instruments. I took an autoharp home one day, telling them I was borrowing it. Although I intended to return it, I never did. I always felt guilty about it, but never did anything about it.","Guilty",1,"Exp1First",6,3,7,5.33333333333333,1,2,2,1,3,9,1,2,1,8,1,3,NA,NA,NA,NA,1,2,4,5,5,4,1,6,3,6,4,4,5,6,6,7,4,4.08333333333333,6.5,5,9,69,2,"USA","USA",4,7,7,"3A7Y0R2P2OPMKI6F69H121L5TSLJXJ","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","",666,"Dissonance_write",8,1,3
"47",1,"When I was around 10 I was with some friends at a friend's house and we were all playing with and trading yugioh cards. There was one card my friend Nick had that I wanted, so instead of trading for it I just stole it. I still feel bad about it 20 years later.","bad, guilty",1,"Exp2First",4,4,4,4,1,8,4,5,3,1,9,9,NA,NA,NA,NA,1,1,9,9,5,4,5,6,7,5,4,6,2,3,4,2,6,5,5,4,4.875,3.58333333333333,4.5,7,0,29,1,"USA","USA",2,7,4,"39GAF6DQWR1NLCLGG5ADAGSYJ0AV1L","3TLFH2L6Y9PDBL2U4B4APXIZCYY2T1","","",2271,"Dissonance_write",1,9,9
"48",1,"I had inside information about a transaction that was going to take place. I placed a wager on this transaction for my own financial gain.","I have mixed feelings about this event. It was extremely financially beneficial however not ethical.",1,"Exp2First",6,6,6,6,1,5,5,5,3,5,5,5,NA,NA,NA,NA,1,8,8,8,4,6,4,4,2,2,4,2,6,3,6,5,5,4,6,6,4,4.16666666666667,6,0,4,40,2,"United States","United States",4,7,7,"39U1BHVTDLS4INV6YEOHXRJAKZ8T3V","3YCT0L9OMMA8L7E81UX47GPBLAASNS","","",1436,"Dissonance_write",8,8,8
"49",1,"My cousin invited me to her wedding in New York. I don't like weddings, so I decided not to go.","I feel bad that I could've hurt my cousin's feelings.",1,"Exp1First",1,2,2,1.66666666666667,1,3,2,2,3,8,3,7,1,3,7,9,NA,NA,NA,NA,2,2,2,5,5,6,3,5,2,4,2,6,7,5,5,2,4.125,3.91666666666667,3.5,12,4,28,1,"USA","USA",2,7,1,"3DY4FPOOA1PBEHKXEZPSG7ABNY8RVH","3HUR21WDDUQATN4L26C2N44A49GXYV","","",672,"Dissonance_write",3,7,9
"50",1,"I was working at a church daycare and was sent into the church kitchen to wash the children's.,
bowls from breakfast. When I entered the kitchen I saw a $20 bill on the counter. I put it in my pocket and kept it. I had never done this before or since.","quite guilt-ridden. It is just like stealing, it was not my money. It was at a church daycare.",1,"Exp2First",4,3,3,3.33333333333333,1,2,2,1,3,8,3,2,NA,NA,NA,NA,1,2,7,4,3,3,6,4,5,6,5,6,5,2,5,3,6,4,7,6,4.625,3.83333333333333,6.5,5,8,56,2,"United States","United States",1,7,4,"3IFS6Q0HJIKITQ0AUHQERSPD1YTISX","3JVP4ZJHDPTG6XJ5VC1SS2NB4JY0IY","","",1545,"Dissonance_write",2,7,4
"51",1,"As a young child, I recall being in an elementary school classroom, during a test.  I recall the reading a question and panicking because I did not know the answer.  I recall looking sideways at the student next to me, hoping to get a glance at their test paper.  In the end, I never did get an answer off of the other student's test, but I remember the feeling of guilt I had when faced with the temptation.  I knew in my heart that it was wrong, and that made the attempt trigger guilt.","recollection of guilt",1,"Exp2First",7,5,7,6.33333333333333,1,1,2,3,3,6,1,1,1,4,1,1,NA,NA,NA,NA,2,5,1,2,2,2,1,2,4,4,5,5,6,5,2,6,3.3125,4.16666666666667,4,5,18,59,1,"usa","usa",4,7,3,"3QIYRE09Y3IAD7C7EEOM0ZYLXXAN1Y","302U8RURJZ2ODZVCVP29I39IKE4VN0","","",1831,"Dissonance_write",4,1,1
"52",1,"Many years ago after purchasing my second house I decided to have my taxes prepared by a local cpa.  We knew one another and decided to place a few items in my return that resulted in stretching the truth causing me to increase my return by $250.
The cpa brought the idea up so I did not feel bad about going along with it.","I had afterthoughts that I would be caught by the IRS and get into a lot of trouble over $250 which is not worth it.",1,"Exp1First",7,6,6,6.33333333333333,1,2,2,2,3,7,1,1,1,4,2,2,NA,NA,NA,NA,1,2,5,5,5,5,5,4,6,4,5,5,5,4,4,5,4.25,4.16666666666667,4.5,0,9,70,1,"America","America",2,7,6,"3PM8NZGV8YH365AS1Z1AZ2XR7NDQXH","3BFNCI9LYKRFY516V8FE3BV9TF7371","","",1121,"Dissonance_write",4,2,2
"53",1,"Several years ago, my husband was in the hospital for a subdural hemorrhage. (Brain bleed). He complained of a headache and told me to call and ambulance. I did so, but I thought it was silly to get worked up over a headache. I went on about my business and he went to the hospital by himself in an ambulance. When he didn't come home the next morning I called the hospital and they said he was in neurosurgical ICU. I felt terrible that he was alone and could have died.","Horrible. I left him alone in a critical emergency.",1,"Exp2First",6,2,4,4,1,8,6,2,3,6,5,2,NA,NA,NA,NA,1,6,2,7,3,6,1,1,1,3,3,6,3,3,6,3,3,6,3,6,3.75,3.75,4.5,9,8,66,2,"United States","United States",3,7,6,"39RP059MEHU58N9Z4A2BTWMUEJTMBI","3AQN9REUTFHWVHZ4B6BQTX1IOR4YDU","","",931,"Dissonance_write",6,2,7
"54",1,"When working as a lab technician in a company doing manufacturing, I bowed to pressure from my supervisor and falsified lab records. These records are written in ink and not supposed to be altered in any way; on a new copy of the sheet, I copied the results from the last several weeks of regular testing, did not record a sample that fell out of the desired testing range, and recorded the results from a new sample from the corrected tank.","Terrible. Science of any kind depends on the integrity of its practitioners. I could have refused or brought my objection to my supervisor's boss, but I didn't.",1,"Exp2First",3,3,3,3,1,1,1,1,3,5,1,1,NA,NA,NA,NA,1,3,3,3,5,3,4,6,5,3,3,4,6,5,3,6,6,5,4,3,4.3125,4.33333333333333,3.5,7,8,39,2,"United States","United States",2,7,3,"3UNH76FOCS61LV2AE2GV17KVZSAMYW","3VADEH0UHCY8OSQLH9AWB5U6LPBPSL","","",1421,"Dissonance_write",3,3,3
"55",1,"I recall behaving unethical and not very lady like in front of my parents.  I had been drinking and consumed more than I should have.  The only memory that I recall is wanting to go out. My parents told me it wasn't a good idea since I was wasted.  I was so disrespectful to them and don't remember half of my actions.  I vowed to never allow that to happen again.","Embarrassed and disappointed",1,"Exp1First",6,5,6,5.66666666666667,1,2,3,2,3,9,1,1,NA,NA,NA,NA,1,4,1,2,5,1,2,2,2,3,4,5,2,2,5,3,1,2,7,5,3.75,3,6,2,11,39,2,"USA","USA",2,7,6,"3HSYG7LRBJZBB2DQPB2ODMDGC87KKV","3FK4G712NX151K6D9QEQ6AZH89ISS4","","",964,"Dissonance_write",4,1,2
"56",1,"This happened a few months ago when I had access to insider information. The information came from on of my friends. I was told to keep it to myself.  I could have done the honest thing kept my word and taken no action. My greed got the better of me and I used the information to make a hugh profit.","I feel dirty.",1,"Exp1First",2,2,2,2,1,5,3,5,3,7,5,4,1,7,5,3,NA,NA,NA,NA,4,5,4,3,5,5,4,5,5,2,4,4,2,3,4,5,4.4375,3.41666666666667,4.5,2,1,36,2,"United States","us",2,7,6,"3U088ZLJVKU0TC03AWB9IDS2LHAW0X","37M4O367VJJ1XNVXDX5W1QQJ20T5M4","","",944,"Dissonance_write",7,5,3
"57",1,"I work remotely full time for a tech company and we have been having issue with our software/invoicing interface for months. There are always issues with recorded work time. My time for one week was double invoiced and the entry overpaid me several hundred dollars. I did not call attention to this error. I spend a lot of unpaid time trying to straighten out invoices every month, so I just let it go.","I feel guilty, but also pleased and could easily justify, given the times I've been shorted as well as taking into consideration low pay and intense frustration with the process. Mostly I feel ashamed that I can be fine with what I know is unethical behavior.",1,"Exp1First",3,3,3,3,1,5,4,4,3,6,6,5,NA,NA,NA,NA,1,5,6,6,3,2,3,5,3,4,3,4,2,2,2,3,2,2,6,6,3.9375,2.83333333333333,6,10,0,41,2,"USA","USA",4,7,2,"3WQQ9FUS6AVQNY7VA9SSOELZUE48BG","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","",790,"Dissonance_write",5,6,6
"58",1,"I paid a professional writer to complete my final college term paper.","ashamed",1,"Exp1First",4,2,5,3.66666666666667,1,6,4,5,3,9,4,1,1,1,9,9,NA,NA,NA,NA,6,2,6,7,7,5,3,7,3,7,4,2,4,6,7,7,4.9375,3.91666666666667,7,6,1,36,1,"USA","USA",3,7,6,"39U1BHVTDLS4INV6YEOHXRJAKZDT30","3EGKVCRQFWT3GK1KXAKKY7DIL6SYBN","","",508,"Dissonance_write",1,9,9
"59",1,"I lied about doing something that I was supposed to do at work. I hid the fact that I didn't do the work. I felt guilty about it and ashamed that I didn't do what I was supposed to and expected to do.","Ashamed",1,"Exp2First",3,3,5,3.66666666666667,1,3,3,3,3,9,9,2,NA,NA,NA,NA,1,3,9,3,5,4,3,5,6,7,4,5,3,1,5,4,6,4,7,7,4.6875,3.66666666666667,7,6,0,33,1,"USA","USA",4,7,5,"3JRJSWSMQHM2T4D98JZMY5J9HPRE3W","30UZJB2POHD0B1NN7F0H5RHD29C35M","","",584,"Dissonance_write",3,9,3
"60",1,"We lie to ourselves first and everyone else second. Frequently, we justify our bad behavior with twisted logic and reasoning. When I was homeless, I used to steal food from Market Basket. I did not need the food but I did desire it.","My behavior was wrong and I feel guilty, regretful and shameful.",1,"Exp1First",6,4,6,5.33333333333333,1,1,1,1,3,9,1,1,1,1,9,9,NA,NA,NA,NA,4,2,2,2,2,2,4,2,4,4,4,4,4,4,4,1,3.5,3.75,2.5,7,9,30,1,"USA","USA",3,7,6,"3WRFBPLXRAP6NAQM1I25OSDIVHR3N9","3TLFH2L6Y9PDBL2U4B4APXIZCYY2T1","","",1220,"Dissonance_write",1,9,9
"61",1,"I was working in a company and my subordinate work was shown as my performance by me.
I gave me growth and my subordinate's position remained the same. 
It was unethical on my part.","I felt happy initially but later was guilty.",1,"Exp2First",4,2,4,3.33333333333333,1,1,1,1,3,9,3,3,1,5,2,2,NA,NA,NA,NA,3,6,5,6,5,4,3,6,4,2,5,5,6,5,1,6,4.625,4,3.5,4,3,41,1,"USA","USA",4,7,6,"34T446B1C0FRFEUYT5B86JLZT1UC06","3HEADTGN2PT9SXN4OWJQRNESLBTVRO","","",1000,"Dissonance_write",5,2,2
"62",1,"I lied to my daughters boyfriend. She had her car stolen with her boyfriends rifle in the trunk. The cops found the car but the rifle was missing. She had borrowed the gun and didn't want to tell him what had happened so I told her to tell him that she had loaned it to me. Unfortunately he got my phone number from somewhere and called me because he wanted his rifle back. I told him that I needed it to go elk hunting with a friend. That put him off for a week or so but I eventually had to tell him I didn't have it but only said I did to shelter my daughter.","At first I felt bad but I got over it swiftly, It turned out they had a messy break-up so I didn't feel bad after that.",1,"Exp1First",7,7,7,7,1,1,1,1,3,3,6,7,NA,NA,NA,NA,1,5,1,1,1,1,6,1,2,1,1,6,6,1,1,1,4,2,7,1,3.4375,3,4,2,9,64,1,"USA","USA",4,7,7,"3R2PKQ87NW9FVVN5AKUSFJQ799FMIT","389A2A304OJPTUX53256HZPGREE0CW","","",1060,"Dissonance_write",5,1,1
"63",1,"Many years ago, I backed out of a driveway and my car hit another vehicle, denting a door slightly. Rather than leaving a note on the windshield of the other car, I drove away without doing anything about it and have regretted that action ever since.","I still feel very guilty about having done what I did, and still regret my actions.",1,"Exp1First",1,1,3,1.66666666666667,1,1,5,3,3,7,1,1,1,7,1,1,NA,NA,NA,NA,5,2,3,2,6,2,2,1,3,4,3,5,5,3,5,3,3.6875,3.66666666666667,4,11,5,75,2,"USA","USA",4,7,1,"3SBEHTYCWN4FPCCJTNI39EDEIJTIYF","389A2A304OJPTUX53256HZPGREE0CW","","",1030,"Dissonance_write",7,1,1
"64",1,"I was unethical when I was a child and I stole a book from a kindergarten classroom while my sister had an activity going on there. I cut all the pictures of animals out of it and my mom caught me.","sad, regret",1,"Exp2First",3,4,4,3.66666666666667,1,3,5,5,3,5,3,2,NA,NA,NA,NA,1,6,3,3,4,4,2,3,4,2,1,3,3,3,5,4,4,2,5,4,3.6875,3.5,4.5,5,0,28,2,"United States","USA",4,7,5,"39L1G8WVWQS393JXWV47RL0FSGN130","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","",1122,"Dissonance_write",6,3,3
"65",1,"I was dating a really nice guy who cared very much about me and I was not into him the way he was into me so I cheated on him.","I feel really bad and ashamed of the way I acted toward him, it wasn't worth it.",1,"Exp1First",5,4,5,4.66666666666667,1,5,4,3,3,7,3,3,1,3,2,3,NA,NA,NA,NA,2,3,4,4,3,2,2,5,5,1,4,5,6,4,5,4,3.8125,3.83333333333333,4.5,1,0,46,2,"USA","USA",3,7,7,"3TXWC2NHNZRPIP77QNK1EZQAI8BS9T","30UZJB2POHD0B1NN7F0H5RHD29C35M","","",882,"Dissonance_write",3,2,3
"66",1,"I have now been happily divorced for 6 years. However, during my marriage I had an multi-year affair with WWE pro-wrestler, my ex-husband never quite learned the whole truth about the affair. I didn't see my lover all the time, I saw him 3 times between 2012 and 2016 when my marriage ended but all those times included sex or at least kissing and there was texting and sexy picture sending in between."," Exhilarating and fearful",1,"Exp1First",5,6,5,5.33333333333333,1,4,2,3,3,6,1,3,NA,NA,NA,NA,1,1,7,5,1,1,2,3,2,4,3,4,2,1,3,2,3,4,6,6,3.5,3,6,3,7,34,2,"US","US",4,7,3,"3HOSI13XHZPVJQ165DUE5WN08QGDD1","3HEADTGN2PT9SXN4OWJQRNESLBTVRO","","",1191,"Dissonance_write",1,7,5
"67",1,"I stole something from work once, it was worth $200. I got away with it and nobody ever found out, but even tough it was nearly 10 yrs ago, I still feel shame from thinking of that event.","I feel guilty about it and it makes me hate that I did that",1,"Exp2First",5,6,5,5.33333333333333,1,1,2,1,3,7,1,2,1,7,1,4,NA,NA,NA,NA,2,3,5,5,6,6,3,6,6,4,3,3,7,4,5,5,4.5,4,5,4,5,36,1,"USA","USA",4,7,4,"3PDJHANYK5HDAXRTHM5QQBS6JWMH6M","30UZJB2POHD0B1NN7F0H5RHD29C35M","","",581,"Dissonance_write",7,1,4
"68",1,"The unethical behavior I am thinking of was an incident when I failed to be completely honest, and that allowed me to take advantage of a situation.","I feel guilty about the event because it is not how I usually act or how I see myself.",1,"Exp1First",2,3,3,2.66666666666667,1,1,1,1,3,9,2,1,1,9,1,1,NA,NA,NA,NA,4,1,2,3,2,1,1,4,4,2,2,2,4,2,3,5,3.375,3.08333333333333,4,11,11,52,4,"USA","USA",2,7,4,"3XXU1SWE8MW3MZX09RFH0OVBTYBA04","3H4IKZHALBJB5UM3TYGI8MF5YB2NNB","","",889,"Dissonance_write",9,1,1
"69",1,"A time where I had unethical behavior was when I was secretly dating one of my friends and we lied to everyone else about it.","I still feel very guilty and shameful about that event. I've never felt like I betrayed people like I did during this event.",1,"Exp2First",2,4,4,3.33333333333333,1,1,2,2,3,9,1,1,NA,NA,NA,NA,1,3,6,6,5,2,2,5,5,2,2,1,3,7,5,3,7,5,7,7,3.75,4.25,7,3,12,28,2,"United States","United States",4,7,6,"3TUI152ZZBOVG4PZU6G34TTQ2881QA","3AQN9REUTFHWVHZ4B6BQTX1IOR4YDU","","",564,"Dissonance_write",3,6,6
"70",1,"I behaved unethically when I hid money from my brother that my mother had provided for the both of us. She trusted me to split the money evenly and I decided to keep it all for myself.","I feel guilty and fraudulent because I betrayed the trust that my brother and mother put in me.",1,"Exp2First",1,3,2,2,1,1,1,2,3,6,4,4,NA,NA,NA,NA,1,6,2,2,7,5,6,7,5,6,5,7,2,1,3,5,2,6,7,6,5.25,3.33333333333333,6.5,8,7,33,1,"United States","United States",4,7,7,"3WI0P0II61TPK0KBNEPYAL44NRBRDP","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","",911,"Dissonance_write",6,2,2
"71",1,"A co-worker of mine was apparently going through a hard time with her husband.  But I was just mad at her.  She was just not standing up for herself, not taking care of her children, not doing her job, which meant that I had to do her job plus mine all the time.  And so I did go to our boss and tell her that I was not going to keep doing her job just because she wanted to not do her job.  I kinda felt guilty but then again I was also angry","angry, guilty, annoyed,",1,"Exp2First",4,2,4,3.33333333333333,1,1,1,1,3,9,1,1,1,6,1,3,NA,NA,NA,NA,7,1,1,1,1,1,1,5,6,3,1,4,7,7,7,7,3.375,4.08333333333333,7,9,7,49,2,"USA","USA",5,7,4,"36ZN444YTRZ3VY8HN0957NFC4A3OIL","3JAOYN9IHL3XXM0JTWCOQUJTODL33W","","",802,"Dissonance_write",6,1,3
"72",1,"the closest i can come to doing something is one time a person had me make a bet with my money up front on a gabling bet. After it won for 10000 dollars i decided that i hadnt even had his money to do it so i kept all the winnings","only fair",1,"Exp1First",7,7,7,7,1,3,3,3,3,9,1,1,1,9,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,7,6,6,6,7,5,1,4,2.8125,4.83333333333333,2.5,1,18,65,2,"usa","usa",2,7,6,"3KYQYYSHYV8MNNSVVM8UGQZZC5WODK","3G3AJKPCXLTJVLGBIVAXQT7CBEBY4H","","",603,"Dissonance_write",9,1,1
"73",1,"I bought a computer and paid cash for it. The cashier, who was distracted, gave me the wrong change, $50 in my favor. I took it and walked out of the store because I needed that money. I have regretted that decision ever since. I knew it was wrong when it was happening, and I could - and should have - given it right back to the cashier. I didn't take it back, either.","I regret it to this day, and it makes me feel a lot of guilt and shame. What I did was just plain wrong.,",1,"Exp1First",2,1,2,1.66666666666667,1,1,2,2,3,9,1,1,NA,NA,NA,NA,1,5,2,2,3,1,2,1,1,4,2,2,3,4,3,5,3,5,7,7,3.25,3.66666666666667,7,6,1,57,2,"United States","United States",2,7,3,"3SPJ0334214BKNWPB533LFSEVYQJY0","3YCT0L9OMMA8L7E81UX47GPBLAASNS","","",1789,"Dissonance_write",5,2,2
"74",1,"I found an envelope in the parking lot of my place of employment. When I opened it, I found it contained cash. I should have reported it to the management, but I did not. I kept it.","I felt excited at first, but then I regretted it .",1,"Exp1First",5,5,6,5.33333333333333,1,2,2,2,3,6,6,6,1,2,2,2,NA,NA,NA,NA,1,1,1,3,1,1,1,1,2,6,2,3,6,6,6,5,2.875,3.83333333333333,5.5,4,3,61,2,"USA","USA",3,7,4,"3AAPLD8UCCIJCV25DZDJ1LKK356HT8","3X0EMNLXEPQOGK7PB4F1MSEDKT5VPW","","",890,"Dissonance_write",2,2,2
"75",1,"When I was a little girl I stole a pack of gum from the store. This is the one and only time in my whole life I ever took something that did not belong to me.","I feel real ashamed that I would do something like that.",1,"Exp2First",5,6,6,5.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,7,7,3,1,1,1,5,3,1,1,4,6,7,7,1,5,4,5,3.25,4.25,4.5,2,10,36,2,"USA","USA",2,7,6,"3IX2EGZR7BK2NMK3XAB9DJZHSBARJ5","389A2A304OJPTUX53256HZPGREE0CW","","",2132,"Dissonance_write",3,7,7
"76",1,"One time I stole a yugioh card from my cousin. The card was laying on the floor in his room and it was a card that I really wanted. I waited until he left the room briefly and took the card, putting it in my pocket. I didn't worry about him noticing because he had so many cards.","Guilty",1,"Exp1First",5,4,6,5,1,1,2,2,3,3,7,5,NA,NA,NA,NA,1,1,9,3,6,6,5,6,6,6,6,5,4,6,7,4,5,3,6,5,5.125,4.16666666666667,5.5,5,11,28,1,"United States","United States",4,7,6,"3V0Z7YWSIY1UAX3CZ9ARFZ23B752VS","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","",936,"Dissonance_write",1,9,3
"77",1,"I lied to my mother about not being able to go with her to this hospital to see my ill grandparent at the time. I was fine and able to go but I just didn't feel like it so I lied to her and told her I wasn't feeling well.","I feel ashamed because I know if the roles were reversed, my mother and my grandparent would drop everything they were doing and come visit me in the hospital.",1,"Exp1First",7,7,7,7,1,9,8,7,3,1,9,7,1,1,9,9,NA,NA,NA,NA,2,2,4,5,5,4,7,7,2,4,6,4,4,6,7,4,4.5,3.91666666666667,5.5,0,7,25,2,"United States","United States",4,7,4,"3EF8EXOTT1WEUHLMZGWU7SH4OEKJ17","351S7I5UG9XFM4VIE0OQFFYOPRXNJ7","","",840,"Dissonance_write",1,9,9
"78",1,"I bought items at Walgreens and a teenager rang up my order.  The amount was 11.01 and I didn't want a lot of change or singles so I gave her 21.01 in order to get $10 back.  She ended up giving me a $20 bill back.  I am not sure if she didn't know that there was a $20 bill in the $10 slot or me giving her the change over the 11 confused her.  I decided to keep the money and left the store.","I felt guilty because I'm sure the teenager got in trouble when she went to balance the drawer but on the other hand how did she not understand why I gave the amount that I did.",1,"Exp1First",5,6,6,5.66666666666667,1,1,1,1,3,8,5,6,NA,NA,NA,NA,1,2,5,7,1,3,7,5,7,6,1,7,2,2,2,3,6,6,7,6,4.5625,3.5,6.5,4,6,51,2,"USA","USA",4,7,7,"36PW28KO4ZX2DPCUHYEWLDXFN0UEA5","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","",804,"Dissonance_write",2,5,7
