"","study_order","ManiCheck","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"76","Exp1First",2.5,2,5,1,9,3,1,NA,NA,NA,8,7,3,4.75,3.5,2,5,4,34,4,"Fusce ligula cras sapien dapibus erat ante cras ab et tempora nulla.","Culpa eget auctor id risus, tempora tortor culpa commodo accusamus suscipit tellus porttitor.",5,2,3,"","","","","Dissonance_write",8,7,3
"77","Exp2First",3.66666666666667,3,1,5,2,8,3,NA,NA,NA,4,3,9,4.125,4,3.5,12,6,84,3,"Cras augue vivamus venenatis. Eleifend gravida ipsum risus venenatis nec? A luctus purus vulputate.","Ullamcorper sed! Volutpat tincidunt euismod ultricies? Consequat ipsum. Aliquet arcu.",2,5,2,"","","","","Dissonance_write",4,3,9
"78","Exp1First",3.33333333333333,8,3,7,1,6,1,NA,NA,NA,3,3,1,3.4375,2.58333333333333,1.5,5,5,7,4,"Natoque enim vestibulum malesuada magnis montes accumsan magna viverra facilisis mattis! Ligula nullam dolorem.","Ultrices wisi. Sapien odio vel felis lorem, augue phasellus consequat quam.",1,2,3,"","","","","Dissonance_write",3,3,1
"79","Exp2First",2.5,7,2,6,3,2,7,NA,NA,NA,3,7,3,4.0625,3.58333333333333,3.5,5,7,66,4,"Ut dapibus urna convallis sollicitudin enim sapien vel temporibus vulputate porta.","Convallis sem dignissim lorem ultricies id pretium dignissim magnis, atque viverra.",2,4,3,"","","","","Dissonance_write",3,7,3
"80","Exp2First",3.16666666666667,9,4,7,2,2,2,NA,NA,NA,1,2,8,3.8125,4.08333333333333,4,8,4,50,2,"Sit nullam commodo tempus? Dolorem ab praesent risus augue felis! Vel. Tempor viverra magnis.","Bibendum? Dapibus pharetra est porta. Proin, interdum justo luctus odio. Dignissim. Est. Quam consectetuer amet.",2,5,1,"","","","","Dissonance_write",1,2,8
"81","Exp2First",2.5,9,5,3,5,2,9,1,4,3,NA,NA,NA,4.5,4.08333333333333,7,7,7,6,1,"Sem eros venenatis sapien metus venenatis! Sollicitudin nulla? Venenatis, mattis montes.","Sollicitudin platea at lacus vulputate. Imperdiet suscipit. Duis accusamus at primis.",4,3,4,"","","","","Dissonance_write",1,4,3
"82","Exp2First",2.5,4,7,3,9,3,6,3,3,9,NA,NA,NA,4.4375,4.25,4,2,4,27,3,"Duis integer tempor consequat metus nunc morbi venenatis sollicitudin vivamus eget purus neque. Tincidunt.","Integer integer. Non, neque phasellus porta praesent a pretium eleifend ultricies. Urna. Euismod.",3,4,5,"","","","","Dissonance_write",3,3,9
"83","Exp1First",2.33333333333333,5,1,5,3,4,6,NA,NA,NA,2,5,2,4.125,3.66666666666667,4.5,6,4,84,4,"Amet! Placerat suspendisse vivamus phasellus pharetra ligula vitae venenatis orci tempor, dolor placerat.","Etiam pede leo velit vulputate venenatis ac! Montes vel cras. Pellentesque ullamcorper aliquam est.",5,5,4,"","","","","Dissonance_write",2,5,2
"84","Exp1First",3.5,5,1,4,5,7,5,6,3,6,NA,NA,NA,4.8125,3.75,1.5,4,8,70,3,"Augue bibendum lacus a dolorem, wisi maecenas molestie dolorem eget accusamus scelerisque ab atque.","Dictumst consequat, imperdiet! Turpis placerat sem, atque rhoncus sollicitudin ante risus est, purus dictumst.",6,1,4,"","","","","Dissonance_write",6,3,6
"85","Exp2First",2.16666666666667,9,1,6,1,6,3,NA,NA,NA,4,1,5,4.1875,3.66666666666667,5.5,6,5,87,2,"Convallis consequat tortor elit. Egestas purus risus cursus in neque.","Convallis enim donec culpa natoque risus consectetuer natoque vestibulum et.",2,2,1,"","","","","Dissonance_write",4,1,5
"86","Exp2First",3.66666666666667,5,8,4,2,2,5,5,8,6,NA,NA,NA,4.75,3.25,4,2,9,55,4,"Nonummy wisi rutrum porta lacus pede suspendisse ligula purus nunc culpa, sodales dolorem.","Ante. Dignissim orci commodo. Sollicitudin nibh ac donec? Vulputate mauris cras pretium placerat. Sapien placerat.",5,3,7,"","","","","Dissonance_write",5,8,6
"87","Exp2First",3.16666666666667,9,9,9,3,9,7,8,1,4,NA,NA,NA,4.3125,3.58333333333333,3,3,7,93,2,"Convallis justo duis ultricies augue porta iaculis rhoncus ullamcorper consequat enim. Ligula elit. Sit fringilla.","Mattis eleifend proin. Suspendisse nec vehicula, neque magna dignissim etiam dignissim per orci accusamus volutpat.",3,1,3,"","","","","Dissonance_write",8,1,4
"88","Exp1First",2.33333333333333,1,5,5,2,9,9,NA,NA,NA,3,5,2,4.125,3.66666666666667,2,5,1,22,4,"Tellus a odio, sagittis donec! Per phasellus eget quam volutpat praesent pharetra.","Phasellus elit? Aenean nulla! Rutrum egestas sit a sollicitudin. Leo.",6,2,6,"","","","","Dissonance_write",3,5,2
"89","Exp1First",3,2,9,1,5,7,6,NA,NA,NA,5,2,9,4.875,3.66666666666667,3,2,6,85,2,"Lorem, imperdiet posuere nunc! Dui odio. Aliquet interdum blandit orci, dictumst maecenas, viverra sem.","Placerat. Erat rhoncus morbi auctor augue erat nulla nullam wisi enim.",3,3,1,"","","","","Dissonance_write",5,2,9
"90","Exp2First",3.33333333333333,1,7,3,9,6,8,7,2,7,NA,NA,NA,4.25,3.08333333333333,5,7,9,47,2,"Aliquet. Pellentesque lorem sodales scelerisque metus purus imperdiet? Tempora fringilla phasellus.","Rutrum rhoncus, id molestie donec id diam platea ac sollicitudin purus velit.",5,1,5,"","","","","Dissonance_write",7,2,7
"91","Exp2First",2,3,7,7,7,1,8,NA,NA,NA,8,6,8,4.25,3.75,2,6,6,68,2,"Malesuada suspendisse ridiculus tortor diam quis malesuada? Pede integer venenatis turpis. Nunc magnis etiam nulla.","Odio placerat primis egestas wisi non, aliquam. Vulputate. Molestie. Vitae. Magnis.",3,6,5,"","","","","Dissonance_write",8,6,8
"92","Exp2First",2.83333333333333,8,9,6,6,3,4,NA,NA,NA,7,4,4,4.1875,3.66666666666667,4,7,8,46,3,"Est faucibus morbi, potenti vel egestas! Dictumst magnis blandit platea rhoncus ultricies pretium etiam nibh.","Dui viverra morbi duis odio montes volutpat pharetra etiam mauris volutpat ultricies sollicitudin.",4,6,4,"","","","","Dissonance_write",7,4,4
"93","Exp2First",2.5,3,7,7,6,3,5,4,3,2,NA,NA,NA,3.875,3.25,4.5,6,8,78,3,"Tincidunt culpa velit. Curabitur posuere phasellus laoreet. Ut diam quam.","Eleifend platea facilisi ipsum platea volutpat sapien urna wisi! Mauris magna.",3,1,7,"","","","","Dissonance_write",4,3,2
"94","Exp1First",2.66666666666667,4,5,8,6,3,4,NA,NA,NA,5,4,1,4.8125,4.25,6.5,6,7,78,3,"Egestas iaculis! Tellus vitae pede suspendisse. Consequat metus, augue tempora primis metus laoreet faucibus laoreet.","Ac dignissim ultricies natoque nec diam pellentesque vivamus aliquet! Platea odio tellus euismod.",6,1,5,"","","","","Dissonance_write",5,4,1
"95","Exp1First",2.5,3,4,1,6,7,9,6,2,4,NA,NA,NA,4,3.33333333333333,6,5,4,72,4,"Bibendum vulputate bibendum eget enim duis cursus imperdiet dignissim in sodales eleifend, porta mi nonummy.","Fringilla montes elementum? Magna leo elementum erat, lacus auctor, tortor diam iaculis. Leo? Ultrices et.",4,3,6,"","","","","Dissonance_write",6,2,4
"96","Exp2First",3.5,1,4,2,9,5,5,9,2,4,NA,NA,NA,4.25,3.41666666666667,4,9,7,80,3,"Scelerisque magna convallis? Luctus vel tempor pretium cras ligula dolorem? Rhoncus sit, id magnis.","Nunc! A gravida? Fringilla, morbi dolor aenean, laoreet phasellus morbi dictumst natoque sed risus! Urna.",2,6,5,"","","","","Dissonance_write",9,2,4
"97","Exp2First",3.83333333333333,5,1,3,2,8,8,9,7,4,NA,NA,NA,4.0625,3.75,4,3,8,59,4,"Enim accumsan urna egestas consectetuer mattis. Bibendum curabitur purus tempus justo.","Dolorem. Vitae vehicula vivamus sit ut quam consequat laoreet lorem eu ut vel lorem malesuada.",4,4,2,"","","","","Dissonance_write",9,7,4
"98","Exp1First",2.33333333333333,6,5,3,1,5,1,NA,NA,NA,4,6,1,3.875,3.41666666666667,5.5,2,6,30,1,"Maecenas eros blandit posuere suspendisse quam enim eget, vel commodo rutrum! Aliquet.","Natoque gravida. Sed lorem aliquet maecenas sodales aliquet tincidunt egestas.",2,1,3,"","","","","Dissonance_write",4,6,1
"99","Exp2First",2,2,3,5,2,1,3,NA,NA,NA,9,2,6,5.0625,3.91666666666667,1.5,7,7,76,4,"Sem justo lectus at eros. Commodo luctus, facilisi nibh id.","Vehicula gravida est sollicitudin. Velit dapibus venenatis accusamus gravida? Gravida praesent molestie? Bibendum nunc.",5,5,1,"","","","","Dissonance_write",9,2,6
"100","Exp2First",3,8,3,7,8,2,9,9,3,7,NA,NA,NA,4,3.5,3,8,6,5,1,"Ultricies, vulputate risus curabitur maecenas vestibulum a pretium risus duis.","Bibendum primis natoque? Vivamus sollicitudin eu tortor odio iaculis pretium.",4,1,7,"","","","","Dissonance_write",9,3,7
"101","Exp2First",3.33333333333333,8,5,3,5,3,7,NA,NA,NA,4,9,2,4.25,3.66666666666667,6.5,4,6,12,4,"Rutrum nibh fermentum rutrum! Placerat odio. Mauris elit sapien temporibus montes diam.","Eget augue accumsan vulputate tempus atque ac rhoncus mi lectus.",6,2,4,"","","","","Dissonance_write",4,9,2
"102","Exp2First",3.66666666666667,9,1,5,4,8,8,NA,NA,NA,4,9,2,3.5625,3.91666666666667,3.5,4,8,13,1,"Orci consectetuer. Venenatis eros commodo consequat! Faucibus pharetra interdum sem egestas.","Metus non auctor nullam, consequat donec dolor mi ullamcorper eget. Cras wisi.",1,4,7,"","","","","Dissonance_write",4,9,2
"103","Exp2First",2.83333333333333,9,8,4,1,7,6,NA,NA,NA,7,1,9,3.9375,4.83333333333333,3.5,6,4,30,3,"Blandit lacus phasellus rhoncus mattis? Potenti dapibus. Placerat ligula sagittis ultricies temporibus.","Magnis justo potenti. Tellus culpa elit, molestie convallis cursus convallis laoreet, bibendum.",1,6,2,"","","","","Dissonance_write",7,1,9
"104","Exp1First",3.16666666666667,8,9,8,5,1,2,1,5,7,NA,NA,NA,4.1875,3,1.5,6,3,1,4,"Euismod neque arcu tempora eros ipsum tempus fusce velit! Eros cras ligula.","Rhoncus aliquet dolorem. Facilisis dolorem augue turpis. Velit faucibus amet blandit.",3,4,5,"","","","","Dissonance_write",1,5,7
"105","Exp1First",2.33333333333333,9,8,3,9,3,2,5,3,2,NA,NA,NA,5,3.83333333333333,4.5,10,7,60,4,"Nibh dapibus dictumst malesuada orci turpis facilisis, rhoncus dignissim, dignissim justo. Commodo a arcu.","Praesent pellentesque malesuada vel, ridiculus ante fermentum ultrices amet euismod. Elementum erat nibh culpa gravida.",4,5,7,"","","","","Dissonance_write",5,3,2
"106","Exp1First",3.33333333333333,6,8,3,7,9,2,9,4,8,NA,NA,NA,4.0625,3.5,4.5,4,4,76,1,"Mauris eros praesent rhoncus pharetra vestibulum. Vestibulum duis ridiculus pellentesque etiam suscipit.","Tempus montes scelerisque vitae scelerisque. Ridiculus maecenas potenti sed pellentesque erat justo tempor.",3,1,3,"","","","","Dissonance_write",9,4,8
"107","Exp1First",2.83333333333333,7,8,4,6,6,8,NA,NA,NA,4,8,1,3.625,3.83333333333333,5,7,5,48,2,"Nulla. Temporibus! Platea porta diam convallis lorem cursus, eget. In pellentesque! Orci scelerisque.","Egestas quis, vivamus? Ut mauris tempora vehicula lectus consequat eros elementum? Facilisi maecenas purus.",2,3,5,"","","","","Dissonance_write",4,8,1
"108","Exp2First",3.66666666666667,4,8,5,7,5,4,NA,NA,NA,6,2,4,4.625,3.91666666666667,6,7,5,86,1,"Placerat tellus blandit tempora praesent, imperdiet neque enim! Aliquam. Orci dapibus elementum vitae mauris.","Suscipit porttitor ac ligula vehicula. Enim suscipit in nulla nullam ultrices nec sit.",6,7,5,"","","","","Dissonance_write",6,2,4
"109","Exp2First",2.66666666666667,9,6,6,2,4,3,NA,NA,NA,6,8,2,4.875,3.75,3,4,6,54,4,"Urna? Vivamus nec ultricies sapien enim. Tempor gravida ridiculus curabitur? Eros euismod fermentum etiam wisi.","Quis culpa viverra sagittis. Culpa tincidunt convallis magnis sapien velit ultrices.",1,2,7,"","","","","Dissonance_write",6,8,2
"110","Exp1First",2.66666666666667,7,6,9,1,3,7,7,5,8,NA,NA,NA,4.625,2.91666666666667,3,8,5,99,1,"Eleifend rutrum bibendum ante, non velit est primis pellentesque vivamus potenti, phasellus, posuere.","Turpis dapibus mi porttitor potenti! Eu venenatis massa risus sit fermentum.",1,3,3,"","","","","Dissonance_write",7,5,8
"111","Exp1First",3,3,9,6,9,6,7,5,8,5,NA,NA,NA,4,3.75,1.5,6,7,19,3,"Ac nunc risus turpis ligula aliquam commodo wisi ante. Donec vestibulum rhoncus phasellus.","Proin at fusce consectetuer egestas imperdiet interdum primis augue arcu aliquam metus volutpat.",3,4,2,"","","","","Dissonance_write",5,8,5
"112","Exp1First",2.5,4,9,8,4,6,4,3,5,2,NA,NA,NA,4.5,3.41666666666667,4.5,6,4,20,3,"Mauris rutrum nonummy metus dui, primis ab et imperdiet! Posuere imperdiet.","Platea ridiculus praesent massa urna. Lorem leo praesent amet elementum gravida? Fermentum ullamcorper urna tempus.",5,7,6,"","","","","Dissonance_write",3,5,2
"113","Exp1First",2.33333333333333,1,7,9,9,8,9,NA,NA,NA,2,4,3,4,3.91666666666667,2,7,6,94,4,"Augue. Neque. Accusamus pellentesque, sagittis porta sodales! Tincidunt erat culpa ipsum faucibus pharetra.","Ridiculus aenean! Pede vestibulum amet pretium temporibus tempus donec interdum ac suspendisse. Metus laoreet.",2,6,1,"","","","","Dissonance_write",2,4,3
"114","Exp1First",3.66666666666667,4,9,3,7,1,2,1,8,7,NA,NA,NA,4.5,3.75,4.5,10,4,99,3,"Sapien. Euismod praesent pharetra sit proin mauris, curabitur sollicitudin. Pede vitae metus atque.","Vitae justo scelerisque at mi orci elementum quam? Vulputate iaculis eu. Sodales fermentum? Justo porta.",1,6,6,"","","","","Dissonance_write",1,8,7
"115","Exp1First",3,3,5,8,5,9,5,NA,NA,NA,9,5,9,4.3125,4,5.5,5,5,56,2,"Tempus in sollicitudin? Eu porttitor. Dui eros maecenas lectus molestie, vitae.","Dapibus est vitae porttitor accusamus augue tincidunt! Lectus pellentesque dictumst quis accusamus natoque.",2,1,7,"","","","","Dissonance_write",9,5,9
"116","Exp2First",3.16666666666667,1,9,7,6,2,9,8,6,9,NA,NA,NA,4,3.91666666666667,4.5,6,6,56,1,"Convallis proin? Commodo ligula nonummy magnis. Sem nullam sodales! Dui montes vitae! Vitae.","Commodo purus scelerisque egestas euismod velit fermentum eros odio in amet cursus.",3,6,4,"","","","","Dissonance_write",8,6,9
"117","Exp1First",3,4,3,4,6,7,2,3,4,4,NA,NA,NA,3.9375,3.5,6.5,5,2,9,1,"Culpa, potenti arcu aliquam dolor suspendisse nullam iaculis diam nibh rutrum.","Convallis nec suspendisse quam mauris gravida eu? Natoque posuere augue tempus. Elit nibh dignissim.",3,7,1,"","","","","Dissonance_write",3,4,4
"118","Exp2First",2.83333333333333,3,5,3,9,7,3,NA,NA,NA,9,5,5,4.1875,4,2,10,8,86,3,"Pede? Iaculis rutrum vulputate facilisis magnis praesent! Blandit facilisis accumsan tincidunt arcu.","Faucibus orci tortor sollicitudin etiam pharetra velit at a? Enim fusce lectus.",2,5,2,"","","","","Dissonance_write",9,5,5
"119","Exp2First",2.66666666666667,5,8,6,3,5,2,8,8,6,NA,NA,NA,4.25,4.33333333333333,5,7,7,91,1,"Pede malesuada porttitor montes dui malesuada imperdiet felis culpa urna felis ipsum non.","Felis morbi nunc malesuada viverra scelerisque quis dolor. Ipsum dolorem, aliquam. At dictumst fringilla.",4,4,4,"","","","","Dissonance_write",8,8,6
"120","Exp2First",2.83333333333333,2,1,7,3,3,3,6,4,4,NA,NA,NA,4.5625,3.83333333333333,4,13,8,18,2,"Venenatis massa felis facilisis amet mauris? Scelerisque nunc proin, sapien purus.","Phasellus accusamus blandit. Id blandit felis cras tincidunt. Bibendum tempor gravida at.",3,6,3,"","","","","Dissonance_write",6,4,4
"121","Exp2First",2.16666666666667,6,4,1,3,2,2,NA,NA,NA,9,3,1,4,3.66666666666667,3.5,8,10,46,3,"Mauris metus duis rutrum fusce. Aliquet. Dui imperdiet. Augue fringilla accumsan.","Auctor malesuada fusce luctus. Risus lorem! Aliquam felis culpa odio.",1,3,6,"","","","","Dissonance_write",9,3,1
"122","Exp2First",3.66666666666667,2,7,1,4,9,2,5,6,3,NA,NA,NA,4.4375,3.33333333333333,5.5,5,7,64,2,"Diam, elementum, elementum. Elit culpa! Tincidunt et ridiculus temporibus bibendum cras.","Venenatis euismod! Eros eu tincidunt vel enim accumsan vehicula. Culpa.",6,4,1,"","","","","Dissonance_write",5,6,3
"123","Exp1First",4.16666666666667,7,3,3,3,6,3,5,4,7,NA,NA,NA,4.0625,3.25,5.5,8,5,43,2,"Fringilla cursus! Cras dictumst! Curabitur integer odio metus tempus sodales tincidunt.","Magnis! Elementum. Primis primis? Tincidunt magna eros eget gravida mauris venenatis iaculis euismod.",4,1,5,"","","","","Dissonance_write",5,4,7
"124","Exp1First",3.83333333333333,2,7,8,4,3,1,NA,NA,NA,1,9,6,4.125,4.08333333333333,3,4,7,14,3,"Accusamus auctor dolorem proin fusce placerat accumsan mauris turpis et rhoncus pellentesque duis.","Magnis. Rhoncus nulla erat? Rutrum arcu accumsan dolorem vehicula malesuada nonummy.",3,4,5,"","","","","Dissonance_write",1,9,6
"125","Exp1First",2.66666666666667,9,4,4,9,2,5,NA,NA,NA,8,1,1,4.125,3.91666666666667,4.5,4,7,100,2,"Mattis. Neque eleifend velit. Faucibus euismod. Diam montes. Aliquet nibh. Dictumst pellentesque eleifend? Sollicitudin.","Donec odio porttitor rhoncus blandit primis sem vitae lorem dictumst.",6,3,4,"","","","","Dissonance_write",8,1,1
"126","Exp2First",2.83333333333333,6,9,8,6,2,5,NA,NA,NA,5,4,6,4,4.25,5,6,6,46,1,"Atque aliquet massa dignissim sed pharetra urna consectetuer risus mattis risus nonummy dapibus.","Temporibus culpa massa? Amet iaculis elementum culpa blandit leo tincidunt! Volutpat per venenatis.",2,5,4,"","","","","Dissonance_write",5,4,6
"127","Exp2First",2.5,8,2,5,2,4,6,9,5,2,NA,NA,NA,3.5625,3.66666666666667,4,6,6,38,3,"Commodo ut, gravida. Lorem magna tempus curabitur! Phasellus non blandit. Lorem velit sed.","Lectus euismod erat! Enim duis? Faucibus mattis potenti blandit sagittis eu! Orci justo mi.",2,5,3,"","","","","Dissonance_write",9,5,2
"128","Exp1First",3.33333333333333,1,5,5,6,8,6,5,3,6,NA,NA,NA,4.125,4,2,6,2,0,2,"Atque per accusamus, ultrices purus orci euismod potenti est suspendisse duis tempus nec ut.","Enim! Volutpat porta dui. Dolor felis vivamus etiam porttitor! Integer culpa.",2,6,5,"","","","","Dissonance_write",5,3,6
"129","Exp1First",3,6,2,1,3,5,6,NA,NA,NA,6,3,2,4.0625,3.83333333333333,6.5,2,3,40,4,"Per neque? Venenatis morbi mauris, posuere diam per donec dictumst, vehicula non.","Pede. Viverra etiam rhoncus! Elit nulla mattis arcu. Dolor. Vestibulum proin wisi, molestie.",4,6,6,"","","","","Dissonance_write",6,3,2
"130","Exp1First",2.83333333333333,1,1,5,4,3,3,NA,NA,NA,7,7,3,5,4.16666666666667,3.5,6,7,88,2,"Nullam. Laoreet natoque tempus! Blandit. Dui euismod. Vivamus quis viverra diam porta. Ridiculus.","Lacus platea tortor ante aliquam sollicitudin tempora mattis. Cursus molestie! Vitae.",3,3,3,"","","","","Dissonance_write",7,7,3
"131","Exp2First",3.16666666666667,5,3,4,2,8,3,7,7,6,NA,NA,NA,4.125,4.5,2.5,3,10,80,4,"In nunc auctor volutpat praesent augue tellus facilisis integer per imperdiet ipsum ab ultrices.","Primis neque volutpat odio vel pretium. Pharetra tortor purus eu massa sit nonummy malesuada vivamus.",2,5,7,"","","","","Dissonance_write",7,7,6
"132","Exp1First",3.16666666666667,9,3,5,8,5,9,NA,NA,NA,7,4,1,4,4.16666666666667,6.5,5,10,29,3,"Blandit cursus. Ut eleifend urna donec velit, montes platea euismod urna ultricies aenean, augue.","Nullam urna primis porta. Vestibulum! Molestie ultricies, porta primis! Luctus faucibus pede pharetra.",3,1,4,"","","","","Dissonance_write",7,4,1
"133","Exp2First",3.5,1,9,4,2,9,5,5,3,1,NA,NA,NA,4.375,4,3.5,7,6,92,4,"Sed wisi, aenean ullamcorper duis malesuada accumsan orci consequat porta.","Nonummy quam praesent! Imperdiet platea augue cras. Amet interdum. Enim metus quam praesent. Etiam.",1,3,1,"","","","","Dissonance_write",5,3,1
"134","Exp2First",3,7,9,9,5,1,8,NA,NA,NA,7,1,7,4.25,3.5,6.5,7,4,86,3,"Etiam enim magnis! Neque, auctor eget vivamus malesuada. Augue auctor. Dui sem wisi posuere? Dictumst.","Urna tincidunt vitae! Accusamus. Quam eros sodales gravida sollicitudin eu nonummy lectus. Platea sollicitudin massa.",1,1,2,"","","","","Dissonance_write",7,1,7
"135","Exp1First",3.33333333333333,4,7,1,3,5,8,9,2,4,NA,NA,NA,3.9375,4.41666666666667,4.5,5,4,79,4,"Ac tortor nec wisi auctor pede leo diam. Imperdiet quam.","Praesent! Dapibus integer vestibulum imperdiet consectetuer sapien fusce consectetuer temporibus.",1,2,4,"","","","","Dissonance_write",9,2,4
"136","Exp2First",3.5,7,2,6,5,3,4,5,3,9,NA,NA,NA,4.125,3.16666666666667,4,6,5,77,1,"Integer iaculis ante lectus accumsan luctus elementum ante curabitur fringilla.","Ipsum posuere aliquet maecenas leo ac dolor justo viverra, rhoncus.",1,1,5,"","","","","Dissonance_write",5,3,9
"137","Exp1First",3,1,9,2,7,1,9,8,9,8,NA,NA,NA,4.5625,4.33333333333333,2.5,8,6,4,2,"Etiam urna! Ultrices amet morbi. Sodales faucibus rhoncus? Turpis etiam blandit imperdiet dapibus! Placerat.","Platea potenti venenatis, nunc amet phasellus curabitur massa luctus sapien montes malesuada.",5,5,1,"","","","","Dissonance_write",8,9,8
"138","Exp2First",2.5,5,5,3,1,5,2,5,9,7,NA,NA,NA,4.6875,3.16666666666667,3.5,6,10,55,3,"Ut praesent sollicitudin commodo interdum orci potenti id. Ullamcorper. Aliquet tortor vitae.","Gravida dapibus tortor. Cras. Ab lorem, cursus maecenas est odio turpis augue fusce.",6,1,4,"","","","","Dissonance_write",5,9,7
"139","Exp1First",2.33333333333333,6,9,6,7,9,2,6,5,4,NA,NA,NA,4.0625,3.41666666666667,3.5,6,7,4,4,"Eu purus pede sodales elit elementum id accumsan ante enim a elit magna.","Tincidunt tincidunt dui vehicula dolorem. Magnis vel atque natoque. Luctus turpis cursus suscipit.",6,5,4,"","","","","Dissonance_write",6,5,4
"140","Exp2First",2.66666666666667,1,6,1,9,7,6,NA,NA,NA,3,1,5,4.1875,3.41666666666667,5.5,4,4,86,4,"Ante lectus interdum auctor eleifend. Ipsum tempus eros vivamus dui.","Dictumst amet eget pede nunc primis odio fermentum ultrices rutrum malesuada ligula vestibulum ab. Non.",4,1,3,"","","","","Dissonance_write",3,1,5
